주소,위도,경도
경기 용인시 수지구 신수로 777,37.339437,127.1024357
경기 용인시 처인구 모현면 곡현로 638,37.3408847,127.2243402
경기 용인시 처인구 한터로 118,37.24997159999999,127.2240478
경기 용인시 처인구 모현면 포은대로 226,37.3523623,127.2194802
경기 용인시 처인구 모현면 문현로 154,37.3431577,127.2266067
경기 용인시 처인구 이동면 이원로384번길 1,37.1742012,127.2317803
경기 용인시 기흥구  용구대로 2469번길 57,37.3117109,127.1047193
경기 용인시 기흥구 삼성2로 61 ,37.2253188,127.0793149
경기 용인시 처인구 백암면 백암로 23,37.1514399,127.3858388
경기 용인시 처인구 백암면 백암로 196,37.1644501,127.3756259
경기 용인시 처인구 백암면 죽양대로 1454,37.1735648,127.3474955
경기 용인시 처인구 백암면 죽양대로 1172,37.1691347,127.3777763
경기 용인시 기흥구 용구대로2469번길 153,37.3151783,127.1056483
경기 용인시 기흥구 사은로 169,37.2560802,127.1235907
경기 용인시 처인구 포곡읍 마성로 375,37.2847268,127.2127103
경기 용인시 처인구 원삼면 보개원삼로 1536,37.13262599999999,127.3107175
경기 용인시 처인구 포곡읍 백옥대로 1767,37.2962059,127.2345649
경기 용인시 처인구 백암면 죽양대로 685,37.1327787,127.4051286
경기 용인시 처인구 이동면 경기동로 862,37.1257274,127.2052469
경기 용인시 처인구 모현면 백옥대로 2098,37.3120598,127.2408749
경기 용인시 기흥구 중부대로 1-2 ,37.2698905,127.0719398
경기 용인시 기흥구 중부대로 716 ,37.263026,127.1385994
경기 용인시 기흥구 용구대로 1835 ,37.251901,127.1045663
경기 용인시 기흥구 동탄기흥로 694,37.2216646,127.0976628
경기 용인시 기흥구 사은로 334 ,37.2525887,127.1415793
경기 용인시 기흥구 중부대로 667,37.2675718,127.1359624
경기 용인시 처인구 양지면 주북로 1,37.2519296,127.2348414
경기 용인시 기흥구 신수로 179,37.3062649,127.1010561
경기 용인시 기흥구 신수로 70,37.3062649,127.1010561
경기 용인시 기흥구 용구대로 1875 ,37.2556395,127.1045525
경기 용인시 처인구 양지면 주북로94번길 30,37.2457279,127.2437714
경기 용인시 처인구 주북로 66-16 ,37.2480543,127.2369895
경기 용인시 수지구 용구대로2771번길 37 ,37.3324222,127.1048313
경기 용인시 기흥구 서천로 190,37.2431038,127.0720528
경기 용인시 기흥구 기곡로 3,37.2529314,127.1016593
경기 용인시 기흥구 신정로 293,37.2937103,127.0997772
경기 용인시 처인구 이동면 백자로 81,37.216131,127.1710244
경기 용인시 처인구 동부로 120 ,37.2253506,127.2214187
경기 용인시 처인구 이동면 남북대로 2616,37.1404372,127.205379
경기 용인시 수지구 수지로 164,37.3157609,127.0820906
경기 용인시 처인구 원삼면 죽양대로 2287,37.1878621,127.3319128
경기 용인시 처인구 이동면 백옥대로 537,37.1847865,127.2039269
경기 용인시 기흥구 중부대로 261 ,37.2707162,127.0965659
경기 용인시 기흥구 신갈로 113 ,37.2767766,127.1055324
경기 용인시 기흥구 금화로 2,37.2612683,127.1047451
경기 용인시 기흥구 언동로 117 ,37.2845377,127.1401993
경기 용인시 기흥구 용구대로2469번길 78 ,37.3137099,127.1053736
경기 용인시 기흥구 사은로 255 ,37.2543645,127.1327709
경기 용인시 기흥구 신갈로 13 ,37.2677366,127.1052582
경기 용인시 처인구 포곡읍 백옥대로 1700,37.2962059,127.2345649
경기 용인시 처인구  중부대로 1764 ,37.2289515,127.239881
경기 용인시 처인구 양지면 중부대로 2667,37.2512361,127.3252959
경기 용인시 처인구 양지면 중부대로 2608,37.2464663,127.3238325
경기 용인시 기흥구 마북로2번길 69,37.2920907,127.1214374
경기 용인시 기흥구 구성로 152 ,37.2917747,127.1253705
경기 용인시 처인구 포곡읍 곡현로 184,37.3027476,127.224705
경기 용인시 처인구 포곡읍 포곡로 177,37.2735469,127.2233492
경기 용인시 처인구 양지면 중부대로 2247,37.2338792,127.2889927
경기 용인시 기흥구 중부대로 137 ,37.2694765,127.0828737
경기 용인시 기흥구 석성로 666 ,37.2925135,127.1212582
경기 용인시 기흥구 석성로 1-3,37.2925135,127.1212582
경기 용인시 처인구 중부대로 1653 ,37.2332863,127.2285182
경기 용인시 처인구 한터로170번길 5,37.2480735,127.2303479
경기 용인시 처인구 백옥대로 1405 ,37.2603927,127.2124394
경기 용인시 처인구 이동읍 백자로 152,37.20387789999999,127.1851242
경기 용인시 기흥구 중부대로 199 ,37.2719039,127.0897527
경기 용인시 처인구 중부대로 1429 ,37.2331659,127.203263
경기 용인시 처인구 양지면 중부대로 2454,37.2372783,127.3120424
경기 용인시 처인구 중부대로 1255,37.2373839,127.1844615
경기 용인시 처인구 동부로 348 ,37.2087885,127.2345697
경기 용인시 처인구 원삼면 보개원삼로 1852,37.1491666,127.3183249
경기 용인시 처인구 원삼면 죽양대로 1626번길 5,37.1866299,127.3373736
경기 용인시 기흥구 중부대로 1-5 ,37.2698905,127.0719398
경기 용인시 처인구 이동면 백옥대로 826,37.209604,127.2085197
경기 용인시 처인구 이동면 백옥대로 96,37.1461788,127.2031824
경기 용인시 기흥구 용구대로 2441 ,37.3035178,127.1047736
경기도 용인시 처인구 남사읍 처인성로 973,37.1250963,127.1526881
경기 용인시 처인구 중부대로 1092,37.2423029,127.1674738
경기 용인시 기흥구 신수로 547,37.3062649,127.1010561
경기 용인시 처인구 백옥대로 993 ,37.2244157,127.2099087
경기 용인시 처인구 백옥대로 1416 ,37.2614881,127.2131924
경기도 용인시 수지구 수지로 350 ,37.3283793,127.0955047
경기 용인시 수지구 용구대로 2782 ,37.3340622,127.1093708
경기 용인시 처인구 이동면 남북대로 2617,37.1392132,127.2050721
경기 용인시 처인구 남사면 천덕산로 321,37.102266,127.1384251
경기 용인시 처인구 모현면 백옥대로 2561,37.3513822,127.2474717
경기 용인시 처인구 백옥대로 959 ,37.2214751,127.2093275
경기 용인시 처인구 금령로 176 ,37.2340463,127.2154116
경기 용인시 처인구 원삼면 죽양대로 1579,37.180051,127.3361328
경기 용인시 기흥구 용구대로2469번길 161,37.3210797,127.104281
경기 용인시 처인구 남사면 경기동로 9,37.1485098,127.1303462
경기 용인시 처인구 백옥대로 1011 ,37.2260315,127.210195
경기 용인시 기흥구 중부대로 859 ,37.2525481,127.146428
경기 용인시 처인구 포곡읍 석성로 871,37.279475,127.1999796
경기 용인시 처인구 포곡읍 포곡로 334,37.284219,127.2334985
경기 용인시 수지구 포은대로 402 ,37.319334,127.0955826
경기 용인시 기흥구 덕영대로 1920 ,37.2564183,127.0960468
경기 용인시 처인구 남사면 처인성로 912,37.1250963,127.1526881
경기 용인시 처인구 원삼면 동부로 1204,37.1803473,127.3060666
경기 용인시 처인구 백옥대로 1002,37.2251096,127.2107263
경기 용인시 처인구 중부대로 983 ,37.2497077,127.1592584
경기 용인시 처인구 양지면 죽양대로 2210,37.2272977,127.3040342
경기 용인시 기흥구 중부대로 312,37.2700348,127.1019906
경기 용인시 기흥구 용구대로 2381 ,37.2985126,127.1075636
경기 용인시 기흥구 삼성2로 34,37.2253911,127.0765578
경기 용인시 기흥구 용구대로 1876 ,37.25577120000001,127.1051642
경기 용인시 기흥구 기흥로 68,37.2823701,127.1159086
경기 용인시 처인구 중부대로 1560 ,37.232893,127.2178792
경기 용인시 처인구 백암면 죽양대로 1399,37.1717587,127.3531999
경기 용인시 수지구 수지로 137 ,37.3140536,127.0802645
경기 용인시 수지구 포은대로 95 ,37.3012376,127.0704753
경기 용인시 처인구 포곡읍 에버랜드로 184,37.2881379,127.2168555
경기 용인시 처인구 백옥대로 1410,37.2607417,127.2131585
경기 용인시 수지구 용구대로 2751 ,37.3312333,127.1084823
경기 용인시 기흥구 청명산로 1 ,37.2549923,127.0927992
경기 용인시 처인구 포곡읍 포곡로 145,37.2716227,127.2206843
경기 용인시 처인구 포곡읍 백옥대로 1924-10,37.2986146,127.2344387
경기 의왕시 덕영대로 20,37.3306045,126.9562305
경기 의왕시 창말로 39 ,37.3362467,126.9557925
경기 의왕시 고산로 60 ,37.3518586,126.9644073
경기 의왕시 경수대로 215 ,37.3457425,126.9747889
경기 의왕시 오전로 24,37.3480759,126.9837278
경기 의왕시 안양판교로 257 ,37.3888931,126.9996589
경기 의왕시 민백길 1 ,37.3862749,126.9730956
경기 의왕시 안양판교로 138 ,37.3921509,126.9870157
경기 의왕시 학의로 554 ,37.3858579,126.9926122
경기도 의왕시 고산로 65 ,37.3513444,126.9639212
경기 의왕시 안양판교로 377 ,37.3925523,127.0114457
경기 의왕시 모락로 117,37.3682756,126.9661032
경기 의왕시 경수대로 300 ,37.353106,126.9714595
경기 의왕시 백운로 62,37.353622,126.9858293
경기 의왕시 안양판교로 476 ,37.3933471,127.0231646
경기 의왕시 경수대로 112 ,37.3377107,126.9803556
경기 의왕시 안양판교로 461 ,37.394622,127.0205403
경기도 의왕시  갈미로 2 ,37.3767474,126.969407
경기 의왕시 안양판교로 205 ,37.3900336,126.9940063
경기 의왕시 덕영대로 171 ,37.3176382,126.9580852
경기 의왕시 안양판교로 448  ,37.3938467,127.0190778
경기 의왕시 철도박물관로 14,37.3256017,126.9488945
경기 의왕시 오봉로 182 ,37.3348351,126.9603405
경기 의왕시 경수대로 347 ,37.3561402,126.9674696
경기 의정부시 송산로 913 ,37.713048,127.1048496
경기 의정부시 시민로 284,37.7365933,127.0660472
경기도 의정부시 구리포천고속도로 19,37.73809800000001,127.0336819
경기 의정부시 평화로 593 ,37.7448884,127.0458389
경기 의정부시 경의로 20 ,37.7325251,127.0375786
경기 의정부시  의정로 82 ,37.7400925,127.0351252
경기 의정부시 문충로 332,37.73809800000001,127.0336819
경기 의정부시 금신로 300 ,37.7443919,127.064717
경기 의정부시 시민로 213 ,37.7365456,127.0583499
경기 의정부시 호국로 1582 ,37.7545707,127.0761436
경기 의정부시 경의로 45,37.7330932,127.040395
경기 의정부시 평화로 468 ,37.7337782,127.0482085
경기 의정부시 동일로 492 ,37.7319989,127.0590043
경기 의정부시 민락로 403,37.7533135,127.1073975
경기 의정부시 녹양로 5 ,37.7519013,127.0326138
경기 의정부시 금신로 153 ,37.7342824,127.066074
경기 의정부시 호국로 1042 ,37.7403097,127.0210364
경기 의정부시 호국로 1844 ,37.7686308,127.100347
경기 의정부시 동일로 110 ,37.6988269,127.0546066
경기 의정부시 호국로 937 ,37.73686250000001,127.0098282
경기 의정부시 호국로 1618 ,37.7560219,127.0795618
경기 의정부시 금신로 30 ,37.7239633,127.0631476
경기 의정부시 의정로 10 ,37.7337261,127.0354722
경기 의정부시 평화로 10,37.693079,127.0453943
경기 의정부시 용민로 293,37.74825999999999,127.1008546
경기 의정부시 호국로 1696 ,37.7601534,127.0870135
경기 의정부시 시민로 367,37.7357515,127.0751579
경기 의정부시 평화로 133 ,37.7039215,127.0473555
경기 의정부시 동일로 30 ,37.6920905,127.055453
경기 의정부시 민락로 214,37.7533135,127.1073975
경기 의정부시 평화로 317 ,37.7203605,127.0471212
경기 의정부시 평화로 697,37.75409,127.0431095
경기 의정부시 충의로 94 ,37.7402939,127.0865189
경기 의정부시 호국로 1097,37.7432609,127.0259763
경기 의정부시 호국로 1755 ,37.7641705,127.0916164
경기 의정부시 시민로 473 ,37.7306172,127.0852821
경기 의정부시 충의로 91 ,37.73973549999999,127.0859709
경기 의정부시 경의로 5 ,37.7329725,127.0358722
경기 의정부시 동일로 207 ,37.7073878,127.0575645
경기 의정부시 송산로 970 ,37.7181823,127.1039417
경기 의정부시 금신로 91 ,37.7289445,127.0636464
경기 이천시 증신로 255,37.2942184,127.4424472
경기 이천시 호법면 중부대로 908-3,37.2435534,127.4331115
경기 이천시 마장면 덕평로 1008,37.2480729,127.3621474
경기 이천시 마장면 덕평로 971,37.2443878,127.3619046
경기 이천시 경충대로 3058 ,37.3005182,127.4081562
경기 이천시 서이천로 393,37.259361,127.3942374
경기도 이천시 백사면 이여로 481,37.3352747,127.4859198
경기 이천시 경충대로 2902 ,37.2937452,127.4219514
경기 이천시 진상미로 1848,37.2132456,127.4521077
경기 이천시 대월면 경충대로 1597,37.2226358,127.5244024
경기 이천시 대월면 경충대로 1960,37.2433967,127.4995189
경기 이천시 백사면 이여로 121,37.3088174,127.4643488
경기 이천시 부발읍 경충대로 1896,37.2417171,127.5057528
경기 이천시 대산로 311,37.263483,127.4833702
경기 이천시 갈산로 39,37.2894107,127.457512
경기 이천시 진상미로 2065 ,37.2319388,127.4481374
경기 이천시 부발읍 경충대로 1679,37.2294332,127.5215717
경기 이천시 부발읍 중부대로 1701-24,37.28915170000001,127.4934314
경기 이천시 진상미로 2168 ,37.240522,127.4510808
경기 이천시 모가면 사실로 878,37.1822659,127.4446368
경기 이천시 모가면 진상미로 1586,37.194693,127.4676522
경기 이천시 진상미로 1752,37.2052809,127.456088
경기 이천시 진상미로 1871 ,37.215109,127.4509202
경기 이천시 백사면 이여로 388,37.3286342,127.4794552
경기 이천시 황무로 715 ,37.3046156,127.4281537
경기 이천시 장호원읍 장여로 361,37.1496016,127.6259993
경기 이천시 신둔면 서이천로853번길 346-129,37.2940657,127.3783392
경기 이천시 호법면 중부대로 915,37.2444428,127.433284
경기 이천시 대월면 대평로 183,37.2242025,127.4957919
경기 이천시 대월면 대월로 673,37.2168817,127.4944919
경기 이천시 마장면 덕이로154번길 287-76,37.240637,127.3888251
경기 이천시 마장면 덕평로 812,37.2303831,127.3668323
경기 이천시 장호원읍 경충대로 590,37.1517547,127.5783098
경기 이천시 모가면 진상미로 1235,37.166378,127.4800397
경기 이천시 부발읍 중부대로 2042,37.2935984,127.533243
경기 이천시 호법면 이섭대천로 866,37.2481593,127.4415186
경기 이천시 모가면 사실로 724,37.1759619,127.4390482
경기 이천시 마장면 덕평로 1072,37.25338199999999,127.3621139
경기 이천시 마장면 서이천로 564,37.2604475,127.3837892
경기 이천시 마장면 중부대로 685,37.2509832,127.410981
경기도 이천시 마장면 중부고속도로 82,37.2489366,127.3579611
경기 이천시 마장면 중부고속도로 82,37.2489366,127.3579611
경기 이천시 부발읍 중부대로 1500,37.2808933,127.4910548
경기 이천시 마장면 중부대로 88,37.2560256,127.3458887
경기 이천시 부발읍 중부대로 1744,37.2892607,127.4997623
경기 이천시 모가면 진상미로 1187,37.1624235,127.479541
경기 이천시 부발읍 황무로 1279,37.2887908,127.4822753
경기 이천시 장호원읍 경충대로 111,37.1234976,127.6153198
경기 이천시 설성면 진상미로 162,37.1050191,127.5493606
경기 이천시 부발읍 무촌로 173,37.2874507,127.4897019
경기 이천시 마장면 중부대로 560,37.2549615,127.3989442
경기 이천시 율면 일생로 851,37.0454418,127.5521863
경기 이천시 경충대로 758,37.166396,127.5767162
경기 이천시 호법면 덕평로 225,37.1971392,127.3798917
경기 이천시 마장면 중부대로533번길 28,37.25563289999999,127.3940125
경기 이천시 황무로 745 ,37.3043634,127.4315453
경기 이천시 마장면 중부대로609번길 244-35,37.2647118,127.4034712
경기 이천시 장호원읍 경충대로 399,37.141878,127.5944926
경기 이천시 설성면 진상미로 690 ,37.1345888,127.5153105
경기 이천시 부발읍 경충대로 2165,37.2565678,127.4853153
경기 이천시 장호원읍 서동대로 8408,37.1086685,127.5721895
경기 이천시 증신로 302 ,37.2975854,127.439704
경기 이천시 이섭대천로 1324 ,37.2867778,127.4510913
경기 이천시 부발읍 경충대로 1821,37.23853829999999,127.5127884
경기 이천시 신둔면 원적로 441,37.31974659999999,127.4413019
경기 이천시 부발읍 중부대로 1921,37.2927206,127.5194771
경기 이천시 부발읍 경충대로 2182,37.2582073,127.4837462
경기 이천시 부발읍 경충대로 2315,37.2632183,127.4708638
경기 이천시 부발읍 경충대로 2268,37.2614045,127.4753601
경기 이천시 부발읍 경충대로 1922,37.2420328,127.5028011
경기 이천시 부발읍 중부대로 2033,37.294026,127.5322219
경기 이천시 마장면 마도로 263,37.2773815,127.3499303
경기 이천시 마장면 서이천로 224,37.2538946,127.3799049
경기 이천시 모가면 진상미로 939,37.1459278,127.4933424
경기 이천시 신둔면 경충대로 3282,37.3174543,127.3970717
경기 이천시 율면 고당로 96,37.091591,127.5443534
경기 이천시 부발읍 중부대로 1782,37.2897226,127.5041803
경기 이천시 경충대로 2940 ,37.2949688,127.417894
경기 이천시 백사면 이여로 176,37.3131515,127.4673066
경기 이천시 경충대로 2734 ,37.2816917,127.4330725
경기 이천시 중리천로 141 ,37.2749123,127.4503701
경기 이천시 경충대로 2731 ,37.2812042,127.4323139
경기 이천시 설성면 서동대로 8219,37.1116824,127.5510989
경기 이천시 마장면 덕평로 760,37.2267882,127.3689595
경기 이천시 중부대로 644,37.2528918,127.4071954
경기 이천시 장호원읍 서동대로 8318,37.1092609,127.5619045
경기 이천시 장호원읍 경충대로 162,37.127422,127.6130761
경기 이천시 장호원읍 서동대로 8420,37.1090138,127.5734668
경기 이천시 이섭대천로 1367,37.2902716,127.4536667
경기 이천시 애련정로 13,37.2771731,127.4583689
경기 이천시 장호원읍 서동대로 8777,37.115617,127.6105842
경기 이천시 진상미로 1726 ,37.203403,127.4576663
경기 이천시 진상미로 2355 ,37.2552632,127.4567221
경기 이천시 설성면 진상미로 644,37.131989,127.5192663
경기도 이천시 황무로 746,37.2997624,127.4481712
경기 이천시 증신로 42,37.2883054,127.453254
경기 이천시 모가면 진상미로 1483,37.1871338,127.4741714
경기 이천시 부발읍 황무로 2046,37.2425297,127.5109153
경기 이천시 이섭대천로 1366 ,37.28988349999999,127.4543123
경기 이천시 신둔면 경충대로 3126,37.3057314,127.4042822
경기 이천시 부발읍 중부대로 2014 ,37.2931544,127.5296557
경기 이천시 신둔면 서이천로 811,37.29245909999999,127.3954001
경기 이천시 경충대로 2855,37.2906864,127.4251869
경기 이천시 호법면 이섭대천로 531,37.2231484,127.4265134
경기 이천시 부발읍 경충대로 2064,37.2494416,127.4915331
경기 파주시 문산읍 율곡로 25,37.8667754,126.763006
경기 파주시 파주로 72 ,37.7337811,126.7299315
경기 파주시 평화로 128 ,37.7677961,126.7661776
경기 파주시 탄현면 엘지로 640,37.8299273,126.7375425
경기 파주시 파주로 63,37.7250181,126.6962185
경기 파주시 통일로 645,37.7675263,126.792759
경기 파주시 탄현면 엘지로 615,37.827402,126.7375537
경기 파주시 중앙로 68 ,37.7503159,126.7956996
경기 파주시 탄현면 방촌로 1007,37.82481130000001,126.7321559
경기 파주시 탄현면 평화로 731,37.7792132,126.7064269
경기 파주시 문산읍 통일로 1752-79,37.8674922,126.7894954
경기 파주시 탄현면 헤이리로 105,37.7935447,126.6945462
경기 파주시 파주읍 충현로 8,37.848225,126.7896082
경기 파주시 교하읍 교하로 434,37.7056282,126.7306781
경기 파주시 월롱면 엘지로 105,37.8154954,126.7686963
경기 파주시 책향기로 640,37.7227083,126.7188604
경기 파주시 자유로 2210,37.699215,126.6842517
경기 파주시 탄현면 엘지로 635,37.82918890000001,126.7370734
경기 파주시 법원읍 화합로 343,37.8508233,126.9025908
경기 파주시 문산읍 통일로 1875,37.8741475,126.7858925
경기 파주시 광탄면 신산리 동거리길 41,37.7813906,126.8495594
경기 파주시 광탄면 혜음로1178,37.78626089999999,126.8451824
경기 파주시 교하읍 교하로 926,37.7282022,126.7065253
경기 파주시 파주읍 우계로 299,37.8510991,126.808687
경기 파주시 법원읍 술이홀로 1265,37.8811742,126.8809915
경기 파주시 평화로 240 ,37.7725875,126.755636
경기 파주시 아동로 60 ,37.7665145,126.7805971
경기 파주시 탄현면 엘지로 622,37.8284706,126.7379796
경기 파주시 조리읍 대원로 276,37.7386305,126.7969792
경기 파주시 법원읍 술이홀로 750,37.8430177,126.8622093
경기 파주시 광탄면 보광로 814,37.7729353,126.8926908
경기 파주시 적성면 청송로 1091,37.9570833,126.9257487
경기도 파주시 월롱면 엘지로 214,37.8125387,126.7764198
경기 파주시 평화로 260 ,37.7733763,126.75354
경기 파주시 조리읍 등원로 57,37.7591537,126.8066723
경기 파주시 법원읍 사임당로 935,37.8473302,126.8846652
경기 파주시 금월로 130 ,37.7771617,126.7676576
경기 파주시 적성면 청송로 978,37.951411,126.9154578
경기 파주시 파주로 41,37.7253609,126.6934118
경기 파주시 적성면 솥뒤로 75,37.95863629999999,126.9122836
경기 파주시 부흥로 595,37.8062573,126.9083847
경기 파주시 조리읍 등원로 341,37.7731816,126.8305219
경기 파주시 법원읍 사임당로 882,37.8480284,126.8785804
경기 파주시 파주읍 주라위길 278,37.8130919,126.8050255
경기 파주시 조리읍 봉천로 95,37.7464648,126.8020401
경기 파주시 탄현면 평화로 657,37.7765715,126.7134244
경기 파주시 미래로 292 ,37.704266,126.746437
경기 파주시 파주읍 통일로 1116,37.8082599,126.7939766
경기 파주시 문산읍 문향로 29,37.8545232,126.7857883
경기 파주시 파주로 70,37.7337811,126.7299315
경기 파주시 탄현면 평화로 940,37.7780608,126.707994
경기 파주시 중앙로 90 ,37.7510363,126.7935444
경기 파주시 탄현면 새오리로,37.8022255,126.6945493
경기 파주시 광탄면 부흥로 303,37.8019583,126.8809693
경기 파주시 파평면 율곡로 1363,37.9311061,126.8348379
경기 파주시 재두루미길 622 ,37.7529828,126.68687
경기 파주시 법원읍 사임당로 680,37.8521142,126.8571971
경기도 파주시 월롱면 통일로 824,37.7825996,126.7885167
경기 파주시 광탄면 혜음로 964,37.7694637,126.8522867
경기 파주시 문산읍 통일로 1712,37.8605051,126.7897586
경기 파주시 파평면 청송로 508,37.9354305,126.8667187
경기 파주시 월롱면 엘지로 185,37.811106,126.778834
경기 파주시 평화로 522 ,37.7721555,126.7264984
경기 파주시 조리읍 등원로 229,37.7652438,126.8231017
경기 파주시 월롱면 통일로 975,37.79600689999999,126.7912896
경기 파주시 광탄면 혜음로 396,37.7314565,126.8895038
경기 파주시 파주로 721,37.7337811,126.7299315
경기 파주시 동서대로 377  ,37.7060317,126.7555148
경기 파주시 광탄면 보광로 940,37.7780276,126.8803778
경기 파주시 조리읍 통일로 517,37.756741,126.7974758
경기 파주시 파평면 율곡로 1366,37.9495449,126.8427243
경기 파주시 광탄면 부흥로 106,37.8068268,126.8609036
경기 파주시 적성면 율곡로 2693 ,37.9849789,126.9716752
경기 파주시 적성면 청송로 1046,37.955268,126.9212338
경기 파주시 적성면 율곡로 2989,37.9902476,126.9996481
경기 파주시 법원읍 술이홀로 1031,37.8613858,126.8803191
경기 파주시 조리읍 통일로 441,37.7383046,126.823769
경기도 파주시 법원읍 화합로 74,37.84563989999999,126.8749933
경기 파주시 창곡동길 27 ,37.7730451,126.7646942
경기 파주시 교하로 499 ,37.7042985,126.7234294
경기 파주시 파주읍 술이홀로 383,37.8311315,126.8298895
경기 파주시 법원읍 화합로 208,37.8457263,126.8896989
경기 파주시 법원읍 자운서원로 436,37.861937,126.8442161
경기 파주시 탄현면 엘지로 448,37.8275629,126.7431886
경기 파주시 조리읍 홀작로 222,37.7815117,126.8381203
경기 파주시 파주읍 충현로 33,37.849522,126.7917629
경기 파주시 교하읍 교하로 1147,37.7413319,126.7250027
경기 파주시 새꽃로 279 ,37.7686695,126.7825764
경기 파주시 탄현면 방촌로 644,37.8015854,126.7183706
경기 파주시 통일로 588,37.7627537,126.795389
경기 파주시 적성면 율곡로 1466,37.95465590000001,126.852085
경기 파주시 문산읍 사임당로 394,37.8601447,126.830681
경기 파주시 조리읍 통일로 124,37.7356439,126.8283048
경기 파주시 파주읍 통일로 1541,37.8452631,126.7894839
경기 파주시 조리읍 파주로 1077,37.7520304,126.800372
경기 파주시 통일로 630,37.7662509,126.7940259
경기 파주시 파주읍 우계로 152,37.8395578,126.8138022
경기 파주시 파주읍 술이홀로 247,37.8282718,126.8149348
경기도 파주시 월롱면 통일로 909,37.7901881,126.7893419
경기 파주시 파평면 청송로 194-1,37.9220061,126.83991
경기 파주시 조리읍 통일로 273,37.7412849,126.8129839
경기 파주시 탄현면 평화로 638,37.7762254,126.715477
경기 파주시 경의로 1571,37.7554659,126.7545974
경기 파주시  천정구로 77 ,37.7424592,126.7514502
경기 파주시 문산읍 방촌로 1613,37.8595034,126.7763529
경기 파주시 탄현면 엘지로 639,37.8296823,126.736881
경기 파주시 월롱면 도감로 158,37.7918027,126.8022145
경기 파주시 문산읍 문산로 10,37.8570974,126.7802211
경기 파주시 탄현면 평화로 809,37.7808116,126.6976808
경기 파주시 동서대로 367 ,37.7060317,126.7555148
경기도 파주시 파주로 66 ,37.7243438,126.6962666
경기 파주시 미래로 374 ,37.7197184,126.7471827
경기 파주시 파평면 율곡로 1394,37.9508497,126.8455848
경기 평택시 안중읍 서동대로 1456,36.9901794,126.9130956
경기 평택시 남북대로 910 ,37.0312036,127.1305256
경기 평택시 포승읍 포승공단로 260,36.9811968,126.8499822
경기 평택시  삼남로 445 ,37.0644818,127.0921167
경기 평택시 진위면 경기대로 1905,37.1144381,127.0631973
경기 평택시  송탄로 240 ,37.0651334,127.0585988
경기 평택시 경기대로 616 ,37.0074749,127.0799421
경기 평택시 청원로 27 ,37.0407058,126.9368832
경기 평택시 서동대로 3848 ,36.9927443,127.1352123
경기 평택시 남북대로 545  ,37.0235389,127.0918276
경기 평택시 송탄로 212 ,37.0623778,127.0584979
경기 평택시 청북면 청원로 390,37.0481026,126.9730479
경기 평택시 청북면 청원로 158,37.0392136,126.9513617
경기 평택시 포승읍 포승공단로 240,36.9852079,126.8598706
경기 평택시 팽성읍 팽성로 230,36.9548412,127.0609978
경기 평택시 포승읍 포승공단로 68,36.9777807,126.8431723
경기 평택시 정암로 126-48 ,37.0535342,127.0717513
경기 평택시 진위면 봉남길 10,37.1018519,127.0856623
경기 평택시 고덕면 서동대로 2796,37.0069975,127.0460644
경기 평택시 안중읍 서해로 1256,37.0046446,126.946128
경기 평택시 안중읍 서동대로 1411,36.9917895,126.9081636
경기 평택시 안중읍 강변로 196,36.9800076,126.9502485
경기 평택시 현덕면 서해로 318,36.9290544,126.9152515
경기 평택시 경기대로 781 ,37.019118,127.071452
경기 평택시 포승읍 서동대로 501,36.942895,126.8779271
경기 평택시 삼남로 529 ,37.071687,127.0897435
경기 평택시 안중읍 서해로 1209,37.0011359,126.9432148
경기 평택시 진위면 경기대로 1786,37.1036922,127.0642026
경기 평택시 현덕면 서해로 471,36.94274,126.9142874
경기 평택시 청북면청오로 396,37.0340438,126.9603619
경기 평택시 포승읍 포승향남로 547,37.0044064,126.8276236
경기 평택시 포승읍 하만호길 229,36.9546448,126.8570809
경기 평택시 팽성읍 안정로 90,36.9629766,127.0523724
경기 평택시 안중읍 서해로 1408,37.0182678,126.9458409
경기 평택시 포승읍 포승향남로 384,36.9981235,126.8432889
경기 평택시 서동대로 3929 ,36.9963133,127.1427394
경기 평택시 경기대로 1232 ,37.0562313,127.0613408
경기 평택시 서탄면 발안로 1192,37.1350221,127.0324516
경기 평택시  지산천로 90 ,37.0842366,127.0584346
경기 평택시 진위면 경기대로 1921,37.1158687,127.0636072
경기 평택시 현덕면 서동대로 1286,36.9869658,126.8956
경기 평택시 팽성읍 팽성로 6,36.9386212,127.0469084
경기 평택시 도일로 201 ,37.0558917,127.11517
경기 평택시 삼남로 94 ,37.0350852,127.0990592
경기 평택시 고덕면 서동대로 2633,37.0159466,127.0322699
경기 평택시 포승읍 서동대로 376,36.9377672,126.8903506
경기 평택시 경기대로 1078 ,37.0286144,127.0822178
경기 평택시 진위면 삼남로 691,37.0853523,127.0910221
경기 평택시 만세로 1555 ,37.0254375,127.1219969
경기 평택시 경기대로 927,37.0321766,127.0701253
경기 평택시 도일유통길 69 ,37.0382691,127.1039742
경기 평택시 고덕면 청원로 673,37.0540915,127.0029555
경기 평택시 청원로 1394,37.05205960000001,127.0777121
경기도 평택시 청원로 1374 ,37.052407,127.0754605
경기 평택시 현덕면 인광4길 22-12,36.9729997,126.9233916
경기 평택시 만세로 1754-3 ,37.0131658,127.1091594
경기 평택시 팽성읍 팽성북로 415,36.9817252,127.0785483
