주소,위도,경도
대전 유성구 한밭대로 295 ,36.3663828,127.3334378
대전 유성구 현충원로 213 ,36.3605306,127.2947327
대전 유성구 유성대로 1127 ,36.3626747,127.3514259
대전 유성구 학하로 189 ,36.3446892,127.3141829
대전 유성구 대덕대로 934 ,36.4121149,127.3785248
대전 유성구 북유성대로 408 ,36.4003015,127.3094359
대전 유성구 현충원로 531,36.3588584,127.3297381
대전 유성구 유성대로 142 ,36.3626747,127.3514259
대전 유성구 유성대로 1647,36.3626747,127.3514259
대전 유성구 대덕대로 542 ,36.3813918,127.3788719
대전 유성구 자운로157번길 122,36.4073426,127.3390263
대전 유성구 현충원로 342 ,36.3590757,127.3085501
대전 유성구 계백로 212,36.2701823,127.2734324
대전 유성구 엑스포로 293 ,36.38224659999999,127.4057197
대전 유성구 현충원로 177,36.3604844,127.2910315
대전 유성구 현충원로 201 ,36.3604413,127.2933518
대전 유성구 계백로 975  ,36.3019279,127.3320115
대전 유성구 엑스포로 259 ,36.379893,127.4061722
대전 유성구 금남구즉로 1355 ,36.4479298,127.3845999
대전 유성구 아리랑로12,36.3793555,127.40772
대전 유성구 테크노중앙로 139 ,36.42424159999999,127.4006793
대전 유성구 유성대로 26-37 ,36.3626747,127.3514259
대전 유성구 계백로 324,36.2664568,127.2848476
대전 유성구 유성대로 1495 ,36.3626747,127.3514259
대전 유성구 유성대로 44 ,36.3626747,127.3514259
대전 유성구 가정북로 163,36.3906447,127.3620537
대전광역시 유성구  도안동로 488,36.3403673,127.3492365
대전 유성구 유성대로654번길 1 ,36.3524695,127.3295801
대전 유성구 현충원로 489 ,36.3597418,127.3251242
대전 유성구 현충원로 545,36.3583148,127.331159
대전 유성구 유성대로 768 ,36.3626747,127.3514259
대전 유성구 계백로 139,36.2744266,127.2674261
대전 유성구 대덕대로 539 ,36.381044,127.3782082
대전 유성구 유성대로 845,36.3626747,127.3514259
대전 유성구 대덕대로 938,36.4124035,127.3785716
대전 유성구 유성대로 6 ,36.3626747,127.3514259
대전 유성구 도안대로 583 ,36.3521312,127.3403623
대전 유성구 북유성대로 51,36.3713731,127.3265416
대전 유성구 대학로 85 ,36.3611043,127.3438578
대전 유성구 엑스포로 315,36.3843603,127.4050482
대전 유성구 대덕대로 887  ,36.4088626,127.3752939
대전 유성구 현충원로 283 ,36.36072559999999,127.3023146
대전 유성구 북유성대로 155 ,36.3801139,127.322834
대전 유성구 유성대로654번길 168 ,36.3501951,127.3382017
대전 유성구 유성대로 614 ,36.3626747,127.3514259
대전 유성구 한밭대로 305 ,36.3658358,127.3347396
대전 유성구 학하서로 111 ,36.3453339,127.3029978
대전 유성구 계백로 87 ,36.2764851,127.2618593
대전 유성구 대덕대로 1131 ,36.4280649,127.3854883
대전 유성구 노은동로 79,36.3675559,127.3229573
대전 유성구 북유성대로 288 ,36.39075589999999,127.3162219
대전 유성구 엑스포로 222 ,36.3767293,127.4040988
대전 유성구 계백로 899 ,36.2994284,127.3239362
대전 유성구 가정로 27,36.3845477,127.3464017
대전 유성구 대덕대로 804 ,36.4017099,127.3750134
대전 중구 대둔산로199번길 43,36.2884029,127.3778062
대전 중구 보문로 301 ,36.329275,127.4200004
대전 중구 계백로 1520 ,36.31597,127.3892659
대전 중구  대둔산로 491 ,36.3129249,127.3889555
대전 중구 대종로 207 ,36.308253,127.4440134
대전 중구 계룡로 778 ,36.3294243,127.403459
대전 중구 대둔산로 359 ,36.3012996,127.3856002
대전 중구 동서대로 1293 ,36.3282846,127.4031803
대전 중구 문화로 35 ,36.3105148,127.3898128
대전 중구 동서대로 1183 ,36.3270296,127.3916366
대전 광역시 중구 보문산로 353,36.313669,127.4153776
대전 중구 대둔산로 270 ,36.2936985,127.3836903
대전 중구 보문로 117,36.314144,127.4278665
대전 중구 대종로 103 ,36.3016338,127.4517441
대전 중구 보문로 59 ,36.3129411,127.434362
대전 중구 오류로 95 ,36.3286312,127.4018367
대전 중구 대전천서로 757 ,36.3478335,127.4067834
대전 중구 계백로 1555 ,36.3195607,127.4009174
대전 중구 보문산로 307 ,36.3107606,127.4120565
대전 중구 대둔산로 188 ,36.2870976,127.3789532
대전 중구 대둔산로 241 ,36.29159569999999,127.3815649
대전 중구 문화로 95 ,36.3122185,127.3962683
대전 중구 대종로 166 ,36.3065234,127.4482759
대전 중구 대둔산로 406 ,36.3053429,127.3868835
대전 중구 중앙로 64 ,36.3240104,127.419184
대전 중구 대종로 558 ,36.3327618,127.4212711
대전 중구 동서대로 1434 ,36.3355273,127.415084
대전 중구 우암로 4,36.3336858,127.4204043
대전 중구 대종로 122 ,36.3033846,127.4510816
대전 중구 대종로 44 ,36.2975654,127.4560513
대전 중구 오류로 120 ,36.3307891,127.4017222
대전 중구 대흥로 80 ,36.3230507,127.4214398
대전 중구 동서대로 1459 ,36.3375563,127.4168077
대전 중구 대둔산로 211 ,36.2891892,127.3801422
대전광역시 중구 보문산로 86,36.3052841,127.3898369
대전 중구 충무로 141 ,36.3199547,127.43229
부산 강서구 가락대로 834 ,35.1560174,128.8806209
부산 강서구 생곡로 40 ,35.1247376,128.8975707
부산 강서구 낙동북로 65 ,35.2185739,128.9368734
부산 강서구 가락대로 963,35.1564249,128.8844261
부산 강서구 낙동북로 18 ,35.2197139,128.9318777
부산 강서구 명지국제2로28번길 36,35.1916897,129.1319659
부산 강서구 과학산단로 297 ,35.148591,128.8373223
부산 강서구 생곡로 272,35.1300333,128.8936218
부산 강서구 체육공원로 66 ,35.2095921,128.9749301
부산 강서구 공항로 799 ,35.1783229,128.9576484
부산 강서구 호계로 200 ,35.1987471,128.8955287
부산 강서구 낙동남로 700,35.1199786,128.8926277
부산 강서구 가락대로 389 ,35.1172678,128.844612
부산 강서구 가락대로 845,35.1560174,128.8806209
부산 강서구 가락대로 1027,35.1560174,128.8806209
부산 강서구 공항로 1217 ,35.208651,128.9815238
부산 강서구 르노삼성대로 372 ,35.0893846,128.8976603
부산 강서구 르노삼성대로 586,35.0998348,128.928286
부산 강서구 가락대로 1361 ,35.1865479,128.9028647
부산 강서구 공항진입로 25 ,35.1810587,128.9553562
부산 강서구 신항남로 507,35.1915469,128.7077967
부산 강서구 녹산산업북로 119 ,35.0985723,128.8376332
부산 강서구 가락대로 546 ,35.1273577,128.856636
부산 강서구 거가대로 2571  ,35.0232749,128.8081041
부산 강서구 르노삼성로 77 ,35.2122157,128.9805666
부산 강서구 낙동북로 209 ,35.2142158,128.9517619
부산 강서구 명지국제8로 272 ,35.0998348,128.928286
부산 강서구 가락대로210번길 102,35.1054182,128.843916
부산 강서구 공항로 381 ,35.1423449,128.9492412
부산 강서구 낙동남로 127 ,35.10188470000001,128.8368872
부산 강서구 르노삼성대로 572 ,35.0986298,128.9277854
부산 강서구 낙동남로 1042,35.1126029,128.9266789
부산 강서구 대저로 283 ,35.2122776,128.9830425
부산광역시 강서구  낙동남로 448 ,35.1118873,128.8687153
부산 강서구 가락대로 649,35.1560174,128.8806209
부산 강서구 공항로 469 ,35.1498385,128.9524264
부산 강서구 낙동남로 501 ,35.1127665,128.8925099
부산 강서구 가락대로1243번길 68,35.176877,128.8919182
부산 강서구 호계로 1 ,35.1958171,128.9010313
부산 강서구 낙동북로 142 ,35.2153236,128.944395
부산 강서구 낙동남로 667 ,35.1182096,128.8897451
부산 강서구 낙동남로 432,35.1117901,128.8674407
부산 강서구 생곡로 337 ,35.1300333,128.8936218
부산 강서구 가락대로 706,35.1560174,128.8806209
부산 강서구 낙동북로 364 ,35.21190989999999,128.9679286
부산 강서구  낙동남로 514 ,35.1120777,128.8762031
부산 강서구 공항로 483 ,35.150784,128.9528917
부산 강서구 대저로255번길 21 ,35.2146783,128.9806639
부산 강서구 가락대로 1417,35.1910956,128.9039351
부산 강서구 평강로 309 ,35.2127089,128.9464471
부산 금정구 중앙대로 1672 ,35.2337983,129.0920636
부산 금정구 중앙대로 1972,35.2607192,129.0917049
부산광역시 금정구  부곡로 67 ,35.2222678,129.0900813
부산 금정구 금샘로 460 ,35.2640349,129.0852465
부산 금정구 금샘로 399 ,35.2588327,129.0838782
부산 금정구 중앙대로 2044 ,35.2667307,129.0930769
부산 금정구  반송로 391 ,35.2130757,129.1070614
부산 금정구 금정로 216  ,35.2431733,129.0900875
부산 금정구 반송로 364 ,35.2108992,129.1059314
부산 금정구 반송로 463 ,35.21582830000001,129.1145445
부산 금정구 식물원로 21 ,35.2242782,129.0858341
부산 금정구 금샘로 21 ,35.2278196,129.0776688
부산 금정구 금강로 721,35.2719262,129.0887722
부산 금정구 중앙대로 2191 ,35.2801902,129.0931412
부산 금정구 중앙대로 1698 ,35.2359335,129.0923801
부산 금정구 중앙대로 1782 ,35.2432898,129.093761
부산 금정구 중앙대로 2130,35.2745633,129.0929018
부산 금정구 반송로 420 ,35.2141581,129.1102228
부산 금정구 중앙대로 1646 ,35.2312617,129.0918824
부산 금정구 중앙대로 1664 ,35.2330137,129.0920125
부산 금정구 중앙대로 1597 ,35.2272789,129.0894387
부산 금정구 두실로 2,35.2605785,129.0910161
부산 기장군 정관면 정관덕산길 21,35.3233086,129.1824146
부산 기장군 장안읍 해맞이로 487,35.33148389999999,129.2884274
부산 기장군 기장읍 차성로 241,35.2391141,129.2130841
부산 기장군 철마면 반송로 983,35.2361243,129.1592778
부산 기장군 장안읍 기장대로 1673,35.3403068,129.2479902
부산 기장군 신정관로 183,35.3289478,129.2021184
부산 기장군 장안읍 기장대로 1751,35.3460268,129.2516435
부산 기장군 장안읍 동해고속도로 25,35.313761,129.2439793
부산 기장군 장안읍 동해고속도로 26,35.313761,129.2439793
부산 기장군 장안읍 정관로 1148,35.3213931,129.2351492
부산 기장군 정관면 정관로 835,35.3248533,129.2033555
부산 기장군 정관면 정관로 833,35.3246915,129.2030375
부산 기장군 정관면 정관로 787,35.3235693,129.1985106
부산 기장군 일광면 기장대로 670,35.2542158,129.2233427
부산 기장군 기장읍 기장해안로 426,35.2130399,129.2218306
부산 기장군 기장읍 기장대로 84,35.2048322,129.2067174
부산 기장군 장안읍 좌동길 45,35.3212835,129.2419988
부산 기장군 장안읍 정관로 1115,35.3223014,129.2330721
부산 기장군 기장읍 연화길 34,35.2168191,129.224978
부산 기장군 일광면 기장대로 1037,35.2862337,129.2334572
부산 기장군 기장읍 기장대로 530,35.2423997,129.2207733
부산 기장군 장안읍 기장대로 2217,35.3848424,129.2553356
부산 기장군 정관면 정관로 779,35.3235762,129.19772
부산 기장군 기장읍 반송로 1407,35.2545615,129.1958808
부산 기장군 일광면 기장대로 1291,35.3082443,129.2401908
부산 기장군 기장읍 반송로 1653,35.251441,129.2189167
부산 기장군 일광면 기장대로 677,35.2553268,129.223022
부산 기장군 장안읍 기장대로 1453,35.321786,129.2415171
부산 기장군 일광면 기장대로 1195,35.29968849999999,129.237747
부산광역시 기장군 일광면 기장대로 996,35.2822881,129.2334996
부산 기장군 철마면 반송로 1300,35.2483401,129.1873046
부산 기장군 일광면 일광로 722,35.3061563,129.2569084
부산 기장군 일광면 기장대로 710,35.2748809,129.2298703
부산 기장군 기장읍 반송로 1559,35.248521,129.2102597
부산 기장군 일광면 기장대로 1230,35.3027818,129.2389925
부산 기장군 정관면 정관로 249,35.3447879,129.1594211
부산 기장군 장안읍 좌동길 47,35.3214901,129.2420691
부산 기장군 장안읍 기장대로 1586,35.3325347,129.2477112
부산 기장군 장안읍 기장대로 1615,35.3350588,129.2469844
부산 기장군 정관면 정관로 901,35.3246368,129.2105077
부산 기장군 기장읍 기장대로 343,35.2263069,129.2140479
부산 기장군 정관면 신정관로 188,35.3295456,129.2012902
부산 기장군 기장읍 대변로 13,35.2348824,129.2188942
부산 기장군 기장읍 반송로 1517,35.2517499,129.2077057
부산 남구 신선로 448 ,35.1249178,129.1005483
부산 남구 신선로 392 ,35.1201397,129.0983403
부산 남구 유엔로 155,35.1303958,129.0931434
부산 남구 석포로 134 ,35.1291034,129.0920224
부산 남구 신선로 252,35.1158856,129.0908752
부산 남구 신선로 387 ,35.1202961,129.0974955
부산 남구 유엔로 202,35.129846,129.0983203
부산 남구 용호로 172 ,35.1171516,129.1109994
부산 남구 북항로 108,35.1087722,129.0804289
부산 남구 황령대로 346 ,35.1467548,129.0953649
부산 남구 황령대로98번길 75 ,35.1484726,129.0690574
부산 남구 신선로 168,35.110074,129.0810843
부산 남구 신선로 261,35.1158856,129.0908752
부산광역시 남구 문현로 67 ,35.1437032,129.0765039
부산 남구 황령대로 401-2 ,35.1442865,129.1010701
부산 남구 황령대로98번길 7 ,35.1498704,129.0697973
부산 남구 수영로 22 ,35.1365705,129.0699953
부산 남구 우암로 374 ,35.1352977,129.0679542
부산 남구 신선로 442 ,35.1243692,129.1001152
부산 남구  신선로 316 ,35.1141175,129.0959591
부산 남구 용호로 116 ,35.1219676,129.1120006
부산 남구 황령대로 345 ,35.1469749,129.096045
부산 남구 우암로 92 ,35.1187202,129.0807784
부산 남구 유엔로 42 ,35.1269625,129.0815818
부산 남구 우암로 232 ,35.1254323,129.0713987
부산 남구 우암로 204,35.1250005,129.0745539
부산 남구 신선로 351 ,35.1176806,129.0953717
부산 남구 신선로 173 ,35.1109018,129.0837674
부산 남구 수영로 288,35.1361684,129.0982198
부산 남구 용호로 60 ,35.1257957,129.1103323
부산 남구 유엔로 138,35.1299266,129.0910953
부산 남구 유엔로 235 ,35.1305362,129.1023256
부산 동구 성남로 74 ,35.1310068,129.0572957
부산 동구 충장대로 305 ,35.1265689,129.0540259
부산 동구 중앙대로 168 ,35.112335,129.0387801
부산 동구 중앙대로 414 ,35.1311758,129.051757
부산 동구 성남로 42 ,35.13036960000001,129.0549098
부산 동구 중앙대로 352 ,35.1270283,129.0475158
부산 동구  중앙대로 302 ,35.1234842,129.0445718
부산광역시 동구  자성로 127 ,35.1344872,129.0586887
부산 동구 충장대로 281 ,35.1262897,129.0513003
부산 동구 충장대로 121,35.113592,129.042505
부산 동래구 충렬대로 460  ,35.1953629,129.1082299
부산 동래구 충렬대로 51 ,35.20910629999999,129.0669671
부산 동래구 충렬대로 95,35.2074797,129.0716221
부산 동래구 반송로 185 ,35.197919,129.0957714
부산 동래구 미남로 38,35.1976556,129.0713075
부산 동래구 충렬대로 124 ,35.20581689999999,129.0739351
부산 동래구 충렬대로 121 ,35.1991186,129.0967278
부산 동래구 반송로 245 ,35.2025639,129.0989372
부산 동래구 반송로 303 ,35.2068043,129.1027657
부산 동래구  충렬대로 400 ,35.1966758,129.1019523
부산 동래구 충렬대로 500 ,35.1941451,129.1124573
부산 동래구 충렬대로 330 ,35.1985346,129.0945794
부산 동래구 명륜로 2,35.2078456,129.0839624
부산 동래구 충렬대로 440 ,35.1960236,129.1063512
부산 동래구 충렬대로 463,35.195473,129.1089945
부산 동래구 중앙대로 1259 ,35.1995268,129.0777199
부산 동래구  충렬대로 300 ,35.1996514,129.091681
부산 동래구 우장춘로 56,35.212658,129.0717308
부산 동래구 충렬대로 379 ,35.1976968,129.1001905
부산 부산진구 가야대로 402,35.1513875,129.0167139
부산 부산진구 동평로 398,35.1740867,129.0684074
부산 부산진구 백양대로 231,35.1571424,129.0253279
부산 부산진구 동평로 239 ,35.1704787,129.0531421
부산 부산진구 가야대로552번길 39,35.1523332,129.033005
부산 부산진구 신천대로 85,35.1507385,129.0558147
부산 부산진구 동평로 361 ,35.1750635,129.064759
부산 부산진구 가야대로 523 ,35.1539283,129.0292376
부산 부산진구 새싹로 61-1 ,35.1628772,129.0545073
부산 부산진구 동평로 21,35.1647891,129.0317838
부산 부산진구 동천로 10 ,35.14990239999999,129.0630922
부산 부산진구 황령대로 66 ,35.1494411,129.0666541
부산 부산진구 새싹로 230 ,35.1767011,129.0486631
부산광역시 부산진구  백양대로 78 ,35.1620401,129.0409177
부산 부산진구  백양대로 234 ,35.1575073,129.0248188
부산 부산진구 범일로 184 ,35.146412,129.0596217
부산 부산진구 신천대로 132,35.1584115,129.0521134
부산 부산진구 거제대로 84 ,35.1760855,129.068046
부산 부산진구 신암로 14 ,35.1431432,129.056251
부산 부산진구 동평로 289 ,35.1717192,129.0583923
부산 부산진구 백양대로 242,35.1570772,129.0241933
부산 부산진구 전포대로176번길 5,35.152255,129.0673311
부산 부산진구 백양순환로110번길 19 ,35.1692505,129.0395364
부산 북구 만덕대로 343 ,35.2135816,129.0419255
부산 북구 금곡대로 362 ,35.2407688,129.0144651
부산 북구 덕천로 275 ,35.2098913,129.0342563
부산 북구 시랑로 58 ,35.2004985,129.0050801
부산 북구 의성로 20 ,35.2188081,129.0085768
부산 북구 백양대로 995 ,35.1944897,128.9931962
부산광역시 북구  금곡대로 113 ,35.2197483,129.0068353
부산 북구 만덕대로 170,35.2129864,129.0233629
부산 북구 금곡대로 692 ,35.2683163,129.0181661
부산 북구 금곡대로 37,35.2134302,129.0038401
부산 북구 만덕대로 331 ,35.2134456,129.0409683
부산 북구 의성로53번길 5,35.2160261,129.0106557
부산 북구 낙동대로 1642,35.2020083,128.9931834
부산 북구 금곡대로 604 ,35.2614962,129.014652
부산 북구 금곡대로 712 ,35.27016,129.0187607
부산 북구 사상로 619 ,35.1991024,128.9908507
부산 북구 덕천로 179 ,35.2115176,129.023842
부산 북구 금곡대로 203 ,35.2270138,129.0109039
부산 사상구 학감대로 98 ,35.14076319999999,128.9897778
부산 사상구 사상로 456,35.1850179,128.9870247
부산 사상구 낙동대로 994 ,35.1491335,128.9717402
부산 사상구 강변대로 458 ,35.1263482,128.9634679
부산 사상구 강변대로 412 ,35.12209199999999,128.9620804
부산 사상구 낙동대로 753 ,35.1287773,128.9695892
부산 사상구 새벽로 154,35.1549737,128.983357
부산 사상구 백양대로 477 ,35.152604,128.9995332
부산 사상구 낙동대로 669 ,35.1224387,128.9640472
부산 사상구 학감대로 70 ,35.1391379,128.992755
부산 사상구 학감대로 220 ,35.150682,128.9900077
부산 사상구 낙동대로 730 ,35.1261924,128.9687631
부산 사상구 가야대로 63 ,35.15153370000001,128.9797169
부산 사상구 백양대로 386 ,35.1529447,129.009651
부산 사상구 낙동대로 1070 ,35.1556978,128.974167
부산 사상구 낙동대로 935 ,35.1439643,128.9693347
부산 사상구 가야대로 150 ,35.1491859,128.9888855
부산광역시 사상구  농산물시장로25번길 94 ,35.1312082,128.9681467
부산 사상구 낙동대로 1320,35.1779197,128.9766454
부산 사상구 새벽로 2,35.1416068,128.9800314
부산 사상구 백양대로 682 ,35.1678864,128.9890811
부산 사상구 백양대로 392 ,35.1529202,129.0090251
부산 사상구 가야대로 10 ,35.1517124,128.9738759
부산 사상구 낙동대로 879 ,35.1707184,128.9779491
부산 사상구 백양대로 349 ,35.1528067,129.0136607
부산 사상구 낙동대로 920 ,35.1426409,128.9702507
부산 사상구 모덕로 69 ,35.1817852,128.9839565
부산 사상구 학감대로 178,35.1470953,128.9893541
부산 사상구 가야대로 377,35.1517078,129.0139906
부산 사상구 새벽로 1 ,35.1416175,128.9793687
부산 사상구 새벽로 207 ,35.1598003,128.9837301
부산 사상구 백양대로 480 ,35.1532257,128.9995738
부산 사상구 학감대로 30 ,35.1445611,128.9917927
부산 사상구 사상로 105,35.1562426,128.990131
부산 사상구 가야대로 329 ,35.1512534,129.0086051
부산 사상구 백양대로 701 ,35.1692903,128.9882518
부산 사상구 낙동대로 1316 ,35.1774895,128.9766819
부산 사상구 가야대로 81 ,35.1512486,128.9816396
부산 사상구 낙동대로 1380 ,35.1833554,128.9767247
부산 사상구 학장로 107 ,35.1412131,128.9788887
부산 사상구 학감대로 73 ,35.13884,128.9918263
부산 사상구 낙동대로 978 ,35.147505,128.9710273
부산 사상구 낙동대로 1274 ,35.1739386,128.9770566
부산 사상구 낙동대로 1520 ,35.1938164,128.9844672
부산 사하구 낙동대로 339,35.1002483,128.9799793
부산 사하구 을숙도대로 712,35.0845517,128.9831537
부산 사하구 을숙도대로 709 ,35.0857465,128.9820889
부산 사하구 장림번영로 7 ,35.0819872,128.9668904
부산 사하구 서포로 61,35.0818546,128.9895834
부산 사하구 하신중앙로 165 ,35.0930447,128.96294
부산 사하구 하신중앙로 240 ,35.0998959,128.9610496
부산 사하구 감천항로 64 ,35.0841482,128.9949318
부산광역시 사하구  사하로 129,35.0935271,128.99243
부산 사하구 을숙도대로 821 ,35.0858954,128.9940154
부산 사하구 하신중앙로 55 ,35.0841046,128.9645116
부산 사하구 감천항로 445 ,35.0756779,128.9945474
부산 사하구 을숙도대로 564,35.0861432,128.9849104
부산 사하구 을숙도대로 583,35.0857384,128.9690917
부산 사하구 장평로 152 ,35.0798042,128.9729537
부산 사하구 을숙도대로 728,35.0849322,128.9852506
부산 사하구 장평로 177 ,35.0819078,128.9724238
부산 사하구 하신중앙로 166 ,35.0934819,128.9632763
부산 사하구 감천로 79 ,35.0893312,129.0010713
부산 사하구 감천항로 227,35.0727825,128.9909628
부산 사하구 사하로 150 ,35.0950343,128.993738
부산 사하구 을숙도대로 530 ,35.0851562,128.9635381
부산 사하구 다대로 292 ,35.0763903,128.9764636
부산 사하구 장림로 287 ,35.0842078,128.9795264
부산 사하구 낙동대로 312 ,35.1002337,128.9833342
부산 사하구 다대로 377 ,35.0691797,128.9781725
부산 사하구 낙동대로 112 ,35.1039636,129.0033682
부산 사하구 다대로 581 ,35.0547592,128.9709662
부산 사하구 다대로 575 ,35.0550799,128.9708812
부산 사하구 다대로 280 ,35.0772408,128.9767413
부산 사하구 낙동대로 169,35.1018351,128.9979512
부산 사하구 감천항로 20,35.0853793,128.9975972
부산 서구 대영로 91,35.1114609,129.0210279
부산광역시 서구  보수대로 220 ,35.1145959,129.0198658
부산 서구 구덕로 273 ,35.1086037,129.0187524
부산 서구 대영로 88 ,35.1108825,129.020786
부산 서구 충무대로 240 ,35.0920087,129.024353
부산 서구 충무대로 150 ,35.0840281,129.0252664
부산 서구 충무대로 108 ,35.0806027,129.0239921
부산 서구 감천로 227 ,35.0822209,129.0127989
부산 서구 원양로 260 ,35.074257,129.0065208
부산 서구 충무대로 126 ,35.08158880000001,129.0253861
부산 수영구 광남로 176 ,35.1564598,129.1196489
부산 수영구 좌수영로 147 ,35.1769305,129.1175615
부산 수영구 좌수영로 151 ,35.17748470000001,129.117479
부산 수영구 연수로 411,35.1717708,129.1053126
부산 수영구 광남로 83,35.14964760000001,129.1137379
부산 수영구 수영로 491 ,35.1497148,129.1106341
부산 수영구 과정로 4  ,35.1720841,129.1093893
부산 수영구 수영로 731,35.168811,129.1192056
부산 수영구  연수로 254 ,35.1729219,129.0986644
부산 수영구 광남로 241 ,35.1594142,129.1252267
부산 수영구 민락본동로 30,35.1594982,129.1286073
부산 수영구 과정로 23 ,35.1735092,129.1080068
부산 수영구 광일로 8,35.1621941,129.1133228
부산 수영구 연수로 250 ,35.1729587,129.0979788
부산 수영구 연수로 239,35.1735999,129.0968534
부산 수영구 수영로 558 ,35.1553484,129.1129002
부산 연제구 고분로 51 ,35.1858153,129.0878694
부산 연제구 과정로 120 ,35.1821894,129.1075207
부산 연제구 거제대로 98,35.1772831,129.0684997
부산 연제구 과정로 134 ,35.1833372,129.1073815
부산 연제구 월드컵대로 249 ,35.1901477,129.0699144
부산 연제구 연안로 20 ,35.1896487,129.1074792
부산 연제구 반송로 68 ,35.1897519,129.0871291
부산 연제구 연수로 87,35.1756861,129.0802584
부산 연제구 온천천남로 86 ,35.1910538,129.0998791
부산 연제구  거제대로 130 ,35.1799769,129.0695659
부산 연제구 과정로 325 ,35.1894155,129.0919657
부산 연제구 연수로 84 ,35.1752236,129.0798592
부산 연제구 과정로 208,35.1881549,129.1047403
부산 연제구 아시아드대로 107 ,35.1938174,129.0662126
부산 연제구 중앙대로 1179 ,35.192558,129.0793584
부산 영도구 태종로 181 ,35.094897,129.0477462
부산 영도구 태종로 290 ,35.0978511,129.0575837
부산 영도구 남항서로 116,35.0906838,129.0374812
부산 영도구 남항서로 96,35.0890454,129.0364833
부산 영도구 해양로 212,35.0872233,129.0723957
부산 영도구 해양로 128 ,35.0934596,129.0676496
부산 영도구 영선대로 63 ,35.0867597,129.0410843
부산 영도구 태종로 806-1 ,35.064636,129.0805321
부산 영도구 태종로 376 ,35.0934658,129.0647884
부산 영도구 해양로 270,35.0841317,129.0769543
부산 중구 중구로 194 ,35.111648,129.034898
부산 중구 대청로 153 ,35.1031236,129.0367865
부산 해운대구 달맞이길 57 ,35.1615048,129.1710436
부산 해운대구 좌동순환로 419 ,35.1615905,129.1750401
부산 해운대구 해운대로 551 ,35.1605708,129.1521657
부산 해운대구 해운대로573번길 16,35.161747,129.15463
부산 해운대구 해운대로 345 ,35.1714286,129.1352829
부산 해운대구 해운대로 1075 ,35.1817845,129.1993436
부산 해운대구 대천로 82 ,35.1735365,129.1716738
부산 해운대구 수영강변대로 276 ,35.1835068,129.1190426
부산광역시 해운대구  수영강변대로 504 ,35.2029049,129.118888
부산 해운대구 해운대로 1178,35.1898927,129.2043059
부산 해운대구 해운대로 1184,35.1905308,129.2045844
부산 해운대구 반송로 780 ,35.2231225,129.1458906
부산 해운대구 수영강변대로 568,35.2080532,129.1215538
부산 해운대구 좌동로 18 ,35.1677383,129.1697751
부산 해운대구 해운대로 211 ,35.1797786,129.1260496
부산 해운대구 반송로 875 ,35.2306686,129.150091
부산 해운대구 반송로 781 ,35.223458,129.1454911
부산 해운대구 재반로 163 ,35.1927713,129.1283437
부산 해운대구 반송로 936 ,35.2331209,129.1555163
부산 해운대구 석대천로 198,35.2208534,129.1444022
부산 해운대구 해운대로 285 ,35.1752262,129.1315165
부산 해운대구 해운대로 1217,35.1795857,129.1703582
부산 해운대구 해운대로 1088 ,35.1824959,129.2005035
부산 해운대구 반여로 153 ,35.2050802,129.1253698
부산 해운대구 반송로 782,35.2235082,129.1459894
부산 해운대구 해운대해변로 44 ,35.1630249,129.1380869
부산 해운대구 양운로 107 ,35.1722335,129.173596
부산 해운대구 해운대로 1249 ,35.1963044,129.205267
부산 해운대구 수영강변대로 590,35.2101817,129.1221937
부산 해운대구 좌동로 34 ,35.1686332,129.1708153
부산 해운대구 해운대로 615 ,35.1634402,129.157892
부산 해운대구 해운대로 1238 ,35.1951755,129.2059497
부산 해운대구 해운대로 592 ,35.1618203,129.156216
부산 해운대구 좌동순환로 375,35.1631906,129.1795667
부산 해운대구 해운대로 179 ,35.1817761,129.1235224
서울 강남구 논현로 640,37.5106775,127.0327236
서울 강남구 봉은사로 433 ,37.51151340000001,127.0470928
서울 강남구  헌릉로 731 ,37.4672103,127.1187128
서울 강남구 도곡로 162 ,37.4910085,127.0376894
서울 강남구 삼성로 335,37.5014022,127.059066
서울 강남구 광평로 202 ,37.4839933,127.0949776
서울 강남구 논현로 747 ,37.5184942,127.0282324
서울 강남구 역삼로 142,37.4943462,127.0350659
서울 강남구 언주로 307,37.4948481,127.0458254
서울 강남구 도곡로 208,37.4922037,127.0419554
서울 강남구 압구정로 154,37.5257812,127.0265166
서울 강남구 압구정로 426,37.5266815,127.0435149
서울 강남구 강남대로 640 ,37.51887809999999,127.0192986
서울 강남구 언주로 842 ,37.5252957,127.033768
서울 강남구 봉은사로113길 51,37.5184855,127.0646604
서울 강남구 개포로 654 ,37.494874,127.0842726
서울 강남구 도곡로 249 ,37.494102,127.045482
서울 강남구 밤고개로 215 ,37.4749397,127.1068516
서울 강남구 양재대로 339,37.4723322,127.0517033
서울 강남구 언주로 423 ,37.5007619,127.0430652
서울 강남구 남부순환로 2651 ,37.4858004,127.0396751
서울 강남구 양재대로55길 3 ,37.4910205,127.087806
서울 강남구 밤고개로 120 ,37.4835321,127.1039802
서울 강남구 남부순환로 3170 ,37.4983776,127.0774759
서울 강남구 삼성로 563 ,37.5116802,127.053606
서울 강남구 영동대로 235,37.5000267,127.0671775
서울 강남구 논현로 516 ,37.5026952,127.036474
서울 강남구  남부순환로 2718 ,37.4853766,127.0433067
